risk_level,repo_domain,candidate_type,primary_service,branch_type,workflow_kind,hour,day_of_week,is_weekend,is_friday,is_off_hours,is_deployment_intent,run_attempt,commit_age_hours,commit_parent_count,additions,deletions,code_churn,changed_files,file_extension_entropy,service_area_count,service_criticality,is_database_migration,is_infrastructure_change,is_dependency_change,is_config_change,is_security_change,is_test_change,test_to_source_file_ratio,is_docs_only,has_lockfile_change,is_hotfix,is_revert,is_breaking_change,deployments_7d,deployments_30d,recent_change_velocity_7d,past_failed_runs_7d,past_failure_rate_30d,past_incidents_14d,past_rollbacks_30d,time_since_last_deployment_hours,actor_prior_deployments,actor_prior_failure_rate,service_deployments_30d,service_incident_rate_30d,on_call_available,expected_on_call_response_minutes,on_call_load_24h
Low,developer-tools,mainline_delivery_proxy,frontend,main,other,14,0,0,0,0,0,1,0.001388888888888889,1,1,0,1,1,-0.0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,11,11,1088.0,1,0.09090909090909091,4,0,0.24333333333333335,0.0,0.0,5,0.2,0,122.65,11
Low,developer-tools,mainline_delivery_proxy,frontend,main,other,14,0,0,0,0,0,1,0.001388888888888889,1,1,0,1,1,-0.0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,12,12,1089.0,1,0.08333333333333333,5,0,0.0,1.0,0.0,6,0.3333333333333333,0,110.84,12
Low,developer-tools,mainline_delivery_proxy,frontend,main,verification,14,0,0,0,0,0,1,0.001388888888888889,1,1,0,1,1,-0.0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,13,13,1090.0,1,0.07692307692307693,6,0,0.0,2.0,0.0,7,0.42857142857142855,1,42.0,13
Medium,data-platform,mainline_delivery_proxy,frontend,main,other,14,0,0,0,0,0,1,0.0019444444444444444,1,344,83,427,11,0.9457,1,2,0,0,0,0,0,1,0.1,0,0,0,0,0,123,123,53324.0,9,0.07317073170731707,92,48,0.18916666666666668,0.0,0.0,25,0.72,1,42.0,91
Medium,data-platform,mainline_delivery_proxy,frontend,main,other,14,0,0,0,0,0,1,0.0025,1,344,83,427,11,0.9457,1,2,0,0,0,0,0,1,0.1,0,0,0,0,0,124,124,53751.0,9,0.07258064516129033,93,49,0.0005555555555555556,1.0,0.0,26,0.7307692307692307,0,129.87,92
Low,data-platform,mainline_delivery_proxy,frontend,main,other,14,0,0,0,0,0,1,0.0025,1,344,83,427,11,0.9457,1,2,0,0,0,0,0,1,0.1,0,0,0,0,0,125,125,54178.0,9,0.072,93,49,0.0,2.0,0.0,27,0.7037037037037037,1,42.0,93
Medium,data-platform,mainline_delivery_proxy,api_backend,main,other,14,0,0,0,0,0,1,0.0011111111111111111,1,174,18,192,5,1.5219,2,4,0,0,0,0,0,1,0.25,0,0,0,0,0,126,126,54605.0,9,0.07142857142857142,94,50,0.0725,3.0,0.0,7,0.5714285714285714,1,42.0,94
Medium,data-platform,mainline_delivery_proxy,api_backend,main,other,14,0,0,0,0,0,1,0.0011111111111111111,1,174,18,192,5,1.5219,2,4,0,0,0,0,0,1,0.25,0,0,0,0,0,127,127,54797.0,9,0.07086614173228346,95,51,0.0,4.0,0.0,8,0.625,0,110.08,95
Medium,data-platform,mainline_delivery_proxy,api_backend,main,other,14,0,0,0,0,0,1,0.001388888888888889,1,174,18,192,5,1.5219,2,4,0,0,0,0,0,1,0.25,0,0,0,0,0,128,128,54989.0,9,0.0703125,96,52,0.0002777777777777778,5.0,0.0,9,0.6666666666666666,1,42.0,96
Low,runtime,mainline_delivery_proxy,shared_platform,main,verification,14,0,0,0,0,0,1,3.537777777777778,1,2,7,9,3,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,69,69,3574.0,1,0.014492753623188406,43,10,3.5366666666666666,0.0,0.0,55,0.6727272727272727,1,42.0,69
Medium,runtime,mainline_delivery_proxy,shared_platform,main,other,14,0,0,0,0,0,1,3.537777777777778,1,2,7,9,3,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,70,70,3583.0,1,0.014285714285714285,44,11,0.0,1.0,0.0,56,0.6785714285714286,1,42.0,70
Medium,runtime,mainline_delivery_proxy,shared_platform,main,other,14,0,0,0,0,0,1,3.5380555555555557,1,2,7,9,3,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,71,71,3592.0,1,0.014084507042253521,45,11,0.0002777777777777778,2.0,0.0,57,0.6842105263157895,1,42.0,71
Low,developer-tools,mainline_delivery_proxy,frontend,main,other,14,0,0,0,0,0,1,0.16944444444444445,1,1,0,1,1,-0.0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,14,14,1091.0,1,0.07142857142857142,7,0,0.16805555555555557,1.0,1.0,8,0.5,1,42.0,14
Medium,data-platform,mainline_delivery_proxy,api_backend,main,verification,14,0,0,0,0,0,2,0.1802777777777778,1,174,18,192,5,1.5219,2,4,0,0,0,0,0,1,0.25,0,0,0,0,0,129,129,55181.0,9,0.06976744186046512,97,52,0.17888888888888888,54.0,0.16666666666666666,10,0.7,1,42.0,97
High,delivery-platform,mainline_delivery_proxy,identity_security,main,other,14,0,0,0,0,0,1,2.6822222222222223,1,6,6,12,6,0.65,2,5,0,0,0,1,1,1,1.5,0,0,0,0,0,148,148,9045.0,7,0.0472972972972973,99,41,2.681111111111111,29.0,0.034482758620689655,29,0.6551724137931034,1,42.0,26
Low,developer-tools,mainline_delivery_proxy,shared_platform,main,other,15,0,0,0,0,0,1,0.002777777777777778,1,12,0,12,2,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,15,15,1092.0,1,0.06666666666666667,7,0,0.24916666666666668,0.0,0.0,3,0.3333333333333333,1,42.0,15
Low,developer-tools,mainline_delivery_proxy,shared_platform,main,verification,15,0,0,0,0,0,1,0.0030555555555555557,1,12,0,12,2,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,16,16,1104.0,1,0.0625,8,0,0.0002777777777777778,1.0,0.0,4,0.5,1,42.0,16
Low,developer-tools,mainline_delivery_proxy,shared_platform,main,other,15,0,0,0,0,0,1,0.0033333333333333335,1,12,0,12,2,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,17,17,1116.0,1,0.058823529411764705,9,0,0.0002777777777777778,2.0,0.0,5,0.6,1,42.0,17
Medium,data-platform,mainline_delivery_proxy,shared_platform,main,other,15,0,0,0,0,0,1,0.0011111111111111111,1,221,111,332,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,130,130,55373.0,10,0.07692307692307693,98,53,0.36666666666666664,55.0,0.18181818181818182,42,0.8333333333333334,1,42.0,98
High,data-platform,mainline_delivery_proxy,shared_platform,main,other,15,0,0,0,0,0,1,0.0011111111111111111,1,221,111,332,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,131,131,55705.0,10,0.07633587786259542,99,53,0.0,56.0,0.17857142857142858,43,0.8372093023255814,1,42.0,99
Medium,data-platform,mainline_delivery_proxy,shared_platform,main,other,15,0,0,0,0,0,1,0.001388888888888889,1,221,111,332,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,132,132,56037.0,10,0.07575757575757576,100,54,0.0002777777777777778,57.0,0.17543859649122806,44,0.8409090909090909,1,42.0,100
High,data-platform,mainline_delivery_proxy,identity_security,main,other,15,0,0,0,0,0,1,0.001388888888888889,1,24,0,24,2,-0.0,1,5,0,0,0,0,1,1,1.0,0,0,0,0,0,133,133,56369.0,10,0.07518796992481203,101,54,0.025,8.0,0.0,7,1.0,0,137.24,101
Medium,data-platform,mainline_delivery_proxy,identity_security,main,other,15,0,0,0,0,0,1,0.001388888888888889,1,24,0,24,2,-0.0,1,5,0,0,0,0,1,1,1.0,0,0,0,0,0,134,134,56393.0,10,0.07462686567164178,102,54,0.0,9.0,0.0,8,1.0,1,42.0,102
Medium,data-platform,mainline_delivery_proxy,identity_security,main,other,15,0,0,0,0,0,1,0.0016666666666666668,1,24,0,24,2,-0.0,1,5,0,0,0,0,1,1,1.0,0,0,0,0,0,135,135,56417.0,10,0.07407407407407407,103,55,0.0002777777777777778,10.0,0.0,9,1.0,1,42.0,103
Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,15,0,0,0,0,0,1,0.0008333333333333334,1,0,3,3,1,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,149,149,9057.0,7,0.04697986577181208,100,41,0.3825,25.0,0.08,82,0.6707317073170732,1,42.0,27
Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,15,0,0,0,0,0,1,0.0011111111111111111,1,0,3,3,1,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,150,150,9060.0,7,0.04666666666666667,101,42,0.0002777777777777778,26.0,0.07692307692307693,83,0.6746987951807228,1,42.0,28
Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,15,0,0,0,0,0,1,0.0011111111111111111,1,0,3,3,1,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,151,151,9063.0,7,0.046357615894039736,102,42,0.0,27.0,0.07407407407407407,84,0.6785714285714286,1,42.0,29
Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,15,0,0,0,0,0,1,0.0011111111111111111,1,0,3,3,1,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,152,152,9066.0,7,0.046052631578947366,103,42,0.0,28.0,0.07142857142857142,85,0.6823529411764706,1,42.0,30
Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,verification,15,0,0,0,0,0,1,0.0011111111111111111,1,0,3,3,1,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,153,153,9069.0,7,0.0457516339869281,104,42,0.0,29.0,0.06896551724137931,86,0.686046511627907,1,42.0,31
Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,15,0,0,0,0,0,1,0.001388888888888889,1,0,3,3,1,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,154,154,9072.0,7,0.045454545454545456,105,42,0.0002777777777777778,30.0,0.06666666666666667,87,0.6896551724137931,1,42.0,32
Medium,observability,mainline_delivery_proxy,shared_platform,main,other,15,0,0,0,0,0,1,5.299166666666666,2,4,1,5,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,103,103,12710.0,7,0.06796116504854369,58,24,5.297777777777778,35.0,0.02857142857142857,66,0.6363636363636364,1,42.0,15
Low,data-platform,mainline_delivery_proxy,documentation,main,other,15,0,0,0,0,0,1,0.001388888888888889,1,0,1,1,1,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,136,136,56441.0,10,0.07352941176470588,104,55,0.09166666666666666,0.0,0.0,29,0.6206896551724138,0,127.17,104
Low,data-platform,mainline_delivery_proxy,documentation,main,other,15,0,0,0,0,0,1,0.0016666666666666668,1,0,1,1,1,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,137,137,56442.0,10,0.072992700729927,105,56,0.0002777777777777778,1.0,0.0,30,0.6333333333333333,0,133.18,105
Low,data-platform,mainline_delivery_proxy,documentation,main,other,15,0,0,0,0,0,1,0.0022222222222222222,1,0,1,1,1,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,138,138,56443.0,10,0.07246376811594203,105,56,0.0005555555555555556,2.0,0.0,31,0.6129032258064516,0,134.32,106
Low,data-platform,mainline_delivery_proxy,documentation,main,other,15,0,0,0,0,0,1,0.0011111111111111111,1,1,3,4,1,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,139,139,56444.0,10,0.07194244604316546,106,56,0.012222222222222223,3.0,0.0,32,0.625,1,42.0,107
Low,data-platform,mainline_delivery_proxy,documentation,main,other,15,0,0,0,0,0,1,0.0011111111111111111,1,1,3,4,1,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,140,140,56448.0,10,0.07142857142857142,107,56,0.0,4.0,0.0,33,0.6363636363636364,1,42.0,108
Low,data-platform,mainline_delivery_proxy,documentation,main,other,15,0,0,0,0,0,1,0.001388888888888889,1,1,3,4,1,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,141,141,56452.0,10,0.07092198581560284,107,56,0.0002777777777777778,5.0,0.0,34,0.6176470588235294,1,42.0,109
Low,developer-tools,mainline_delivery_proxy,frontend,release,other,15,0,0,0,0,0,1,0.01,1,0,6,6,1,-0.0,1,2,0,0,0,0,0,0,0.0,0,0,0,1,0,18,18,1128.0,1,0.05555555555555555,9,0,0.42,2.0,0.5,9,0.4444444444444444,1,42.0,18
Low,developer-tools,mainline_delivery_proxy,shared_platform,main,other,15,0,0,0,0,0,1,0.49277777777777776,1,12,0,12,2,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,19,19,1134.0,1,0.05263157894736842,9,0,0.06944444444444445,3.0,0.3333333333333333,6,0.5,1,42.0,19
Low,developer-tools,mainline_delivery_proxy,frontend,main,other,15,0,0,0,0,0,1,0.001388888888888889,1,8,0,8,2,-0.0,1,2,0,0,0,1,0,1,1.0,0,0,0,0,0,20,20,1146.0,1,0.05,9,0,0.15861111111111112,0.0,0.0,10,0.4,1,42.0,20
Low,developer-tools,mainline_delivery_proxy,frontend,main,verification,15,0,0,0,0,0,1,0.001388888888888889,1,8,0,8,2,-0.0,1,2,0,0,0,1,0,1,1.0,0,0,0,0,0,21,21,1154.0,1,0.047619047619047616,10,0,0.0,1.0,0.0,11,0.45454545454545453,1,42.0,21
Low,developer-tools,mainline_delivery_proxy,frontend,main,other,15,0,0,0,0,0,1,0.001388888888888889,1,8,0,8,2,-0.0,1,2,0,0,0,1,0,1,1.0,0,0,0,0,0,22,22,1162.0,1,0.045454545454545456,11,0,0.0,2.0,0.0,12,0.5,0,118.5,22
Low,infrastructure,mainline_delivery_proxy,shared_platform,main,verification,15,0,0,0,0,0,1,0.0016666666666666668,1,9,25,34,3,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,43,82,10023.0,0,0.04878048780487805,51,27,3.2591666666666668,24.0,0.125,25,0.36,0,111.69,3
Low,infrastructure,mainline_delivery_proxy,shared_platform,main,build,15,0,0,0,0,0,1,0.0022222222222222222,1,9,25,34,3,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,44,83,10057.0,0,0.04819277108433735,51,27,0.0005555555555555556,25.0,0.12,26,0.34615384615384615,1,30.0,4
Low,developer-tools,mainline_delivery_proxy,shared_platform,main,other,16,0,0,0,0,0,1,0.0016666666666666668,1,6,6,12,1,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,23,23,1170.0,1,0.043478260869565216,11,0,0.48277777777777775,0.0,0.0,7,0.42857142857142855,1,42.0,23
Low,developer-tools,mainline_delivery_proxy,shared_platform,main,other,16,0,0,0,0,0,1,0.0016666666666666668,1,6,6,12,1,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,24,24,1182.0,1,0.041666666666666664,12,0,0.0,1.0,0.0,8,0.5,1,42.0,24
Low,developer-tools,mainline_delivery_proxy,shared_platform,main,verification,16,0,0,0,0,0,1,0.0016666666666666668,1,6,6,12,1,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,25,25,1194.0,1,0.04,12,0,0.0,2.0,0.0,9,0.4444444444444444,1,42.0,25
Low,developer-tools,mainline_delivery_proxy,frontend,release,verification,16,0,0,0,0,0,1,0.001388888888888889,1,1,0,1,1,-0.0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,26,26,1206.0,1,0.038461538461538464,13,0,0.002777777777777778,3.0,0.0,13,0.46153846153846156,1,42.0,26
Low,developer-tools,mainline_delivery_proxy,frontend,release,other,16,0,0,0,0,0,1,0.001388888888888889,1,1,0,1,1,-0.0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,27,27,1207.0,1,0.037037037037037035,13,0,0.0,4.0,0.0,14,0.42857142857142855,1,42.0,27
Low,developer-tools,mainline_delivery_proxy,frontend,main,other,16,0,0,0,0,0,1,0.001388888888888889,1,2,1,3,1,-0.0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,28,28,1208.0,1,0.03571428571428571,14,1,0.0,2.0,0.0,15,0.4666666666666667,1,42.0,28
Low,developer-tools,mainline_delivery_proxy,frontend,main,other,16,0,0,0,0,0,1,0.001388888888888889,1,2,1,3,1,-0.0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,29,29,1211.0,1,0.034482758620689655,14,1,0.0,3.0,0.0,16,0.4375,1,42.0,29
Low,developer-tools,mainline_delivery_proxy,frontend,main,verification,16,0,0,0,0,0,1,0.001388888888888889,1,2,1,3,1,-0.0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,30,30,1214.0,1,0.03333333333333333,14,1,0.0,4.0,0.0,17,0.4117647058823529,1,42.0,30
Low,runtime,mainline_delivery_proxy,shared_platform,main,verification,16,0,0,0,0,0,1,4.978888888888889,1,2,7,9,3,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,72,72,3601.0,1,0.013888888888888888,46,11,1.4408333333333334,19.0,0.0,58,0.6896551724137931,1,42.0,72
Low,developer-tools,mainline_delivery_proxy,shared_platform,main,other,16,0,0,0,0,0,1,0.0016666666666666668,1,7,8,15,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,31,31,1217.0,1,0.03225806451612903,14,1,0.005555555555555556,6.0,0.0,10,0.5,1,42.0,31
Medium,developer-tools,mainline_delivery_proxy,shared_platform,main,verification,16,0,0,0,0,0,1,0.0019444444444444444,1,7,8,15,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,32,32,1232.0,1,0.03125,14,1,0.0002777777777777778,7.0,0.0,11,0.45454545454545453,1,42.0,32
Medium,developer-tools,mainline_delivery_proxy,shared_platform,main,other,16,0,0,0,0,0,1,0.0019444444444444444,1,7,8,15,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,33,33,1247.0,1,0.030303030303030304,14,1,0.0,8.0,0.0,12,0.4166666666666667,0,139.28,33
Low,developer-tools,mainline_delivery_proxy,frontend,main,verification,16,0,0,0,0,0,1,0.001388888888888889,1,560,1,561,2,-0.0,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,34,34,1262.0,1,0.029411764705882353,15,2,0.0030555555555555557,5.0,0.0,18,0.3888888888888889,1,42.0,34
Medium,developer-tools,mainline_delivery_proxy,frontend,main,other,16,0,0,0,0,0,1,0.001388888888888889,1,560,1,561,2,-0.0,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,35,35,1823.0,1,0.02857142857142857,15,2,0.0,6.0,0.0,19,0.3684210526315789,0,128.36,35
Low,developer-tools,mainline_delivery_proxy,frontend,main,other,16,0,0,0,0,0,1,0.001388888888888889,1,560,1,561,2,-0.0,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,36,36,2384.0,1,0.027777777777777776,16,2,0.0,7.0,0.0,20,0.4,1,42.0,36
Low,developer-tools,mainline_delivery_proxy,frontend,main,other,16,0,0,0,0,0,1,0.0019444444444444444,1,0,111,111,2,1.0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,37,37,2945.0,1,0.02702702702702703,16,2,0.005833333333333334,3.0,0.0,21,0.38095238095238093,1,42.0,37
Medium,developer-tools,mainline_delivery_proxy,frontend,main,other,16,0,0,0,0,0,1,0.0025,1,0,111,111,2,1.0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,38,38,3056.0,1,0.02631578947368421,16,2,0.0005555555555555556,4.0,0.0,22,0.36363636363636365,0,116.59,38
Low,developer-tools,mainline_delivery_proxy,frontend,main,verification,16,0,0,0,0,0,1,0.0025,1,0,111,111,2,1.0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,39,39,3167.0,1,0.02564102564102564,17,2,0.0,5.0,0.0,23,0.391304347826087,1,42.0,39
Low,data-platform,mainline_delivery_proxy,documentation,main,other,16,0,0,0,0,0,1,0.9711111111111111,1,1,3,4,1,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,142,142,56456.0,10,0.07042253521126761,108,56,0.9697222222222223,1.0,0.0,35,0.6285714285714286,1,42.0,94
High,developer-tools,mainline_delivery_proxy,frontend,main,other,16,0,0,0,0,0,1,0.0016666666666666668,1,0,6,6,1,-0.0,1,2,0,0,0,0,0,0,0.0,0,0,0,1,0,40,40,3278.0,1,0.025,17,2,0.25555555555555554,0.0,0.0,24,0.375,0,126.47,40
Low,developer-tools,mainline_delivery_proxy,frontend,main,verification,16,0,0,0,0,0,1,0.0016666666666666668,1,0,6,6,1,-0.0,1,2,0,0,0,0,0,0,0.0,0,0,0,1,0,41,41,3284.0,1,0.024390243902439025,18,2,0.0,1.0,0.0,25,0.4,1,42.0,41
Low,developer-tools,mainline_delivery_proxy,frontend,main,other,16,0,0,0,0,0,1,0.0019444444444444444,1,0,6,6,1,-0.0,1,2,0,0,0,0,0,0,0.0,0,0,0,1,0,42,42,3290.0,1,0.023809523809523808,18,2,0.0002777777777777778,2.0,0.0,26,0.38461538461538464,1,42.0,42
Low,developer-tools,mainline_delivery_proxy,frontend,release,other,16,0,0,0,0,0,1,0.0016666666666666668,1,8,11,19,1,-0.0,1,2,0,0,0,0,0,1,1.0,0,0,0,1,0,43,43,3296.0,1,0.023255813953488372,18,2,0.06055555555555556,2.0,0.0,27,0.37037037037037035,1,42.0,43
Low,developer-tools,mainline_delivery_proxy,frontend,release,verification,16,0,0,0,0,0,1,0.0022222222222222222,1,8,11,19,1,-0.0,1,2,0,0,0,0,0,1,1.0,0,0,0,1,0,44,44,3315.0,1,0.022727272727272728,18,2,0.0005555555555555556,3.0,0.0,28,0.35714285714285715,1,42.0,44
Low,developer-tools,mainline_delivery_proxy,frontend,main,verification,16,0,0,0,0,0,1,0.0011111111111111111,1,495,32,527,10,0.469,1,2,0,0,0,0,0,1,0.4286,0,0,0,0,0,45,45,3334.0,1,0.022222222222222223,18,2,0.2511111111111111,8.0,0.0,29,0.3448275862068966,1,42.0,45
Low,developer-tools,mainline_delivery_proxy,frontend,main,other,16,0,0,0,0,0,1,0.0011111111111111111,1,495,32,527,10,0.469,1,2,0,0,0,0,0,1,0.4286,0,0,0,0,0,46,46,3861.0,1,0.021739130434782608,19,2,0.0,9.0,0.0,30,0.36666666666666664,1,42.0,46
Medium,developer-tools,mainline_delivery_proxy,frontend,main,other,16,0,0,0,0,0,1,0.0011111111111111111,1,495,32,527,10,0.469,1,2,0,0,0,0,0,1,0.4286,0,0,0,0,0,47,47,4388.0,1,0.02127659574468085,19,2,0.0,10.0,0.0,31,0.3548387096774194,0,119.99,47
Low,data-platform,mainline_delivery_proxy,documentation,main,other,16,0,0,0,0,0,1,1.486388888888889,1,1,3,4,1,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,143,143,56460.0,10,0.06993006993006994,108,56,0.5152777777777777,17.0,0.0,36,0.6111111111111112,1,42.0,95
Low,data-platform,mainline_delivery_proxy,documentation,main,verification,16,0,0,0,0,0,1,1.4966666666666666,1,1,3,4,1,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,144,144,56464.0,10,0.06944444444444445,109,56,0.010277777777777778,18.0,0.0,37,0.6216216216216216,1,42.0,96
Medium,developer-tools,mainline_delivery_proxy,frontend,main,other,16,0,0,0,0,0,1,0.1613888888888889,1,495,32,527,10,0.469,1,2,0,0,0,0,0,1,0.4286,0,0,0,0,0,48,48,4915.0,1,0.020833333333333332,20,2,0.16027777777777777,4.0,0.25,32,0.375,1,42.0,48
Medium,runtime,mainline_delivery_proxy,shared_platform,main,other,16,0,0,0,0,0,1,5.722777777777778,1,2,7,9,3,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,73,73,3610.0,1,0.0136986301369863,47,11,0.7438888888888889,20.0,0.0,59,0.6949152542372882,1,42.0,72
Low,runtime,mainline_delivery_proxy,api_backend,main,other,17,0,0,0,0,0,1,0.0016666666666666668,1,348,17,365,9,0.5033,2,4,0,0,0,0,0,1,1.6667,0,0,0,0,0,74,74,3619.0,1,0.013513513513513514,48,12,0.07972222222222222,43.0,0.023255813953488372,6,0.6666666666666666,1,42.0,73
Medium,runtime,mainline_delivery_proxy,api_backend,main,verification,17,0,0,0,0,0,1,0.0019444444444444444,1,348,17,365,9,0.5033,2,4,0,0,0,0,0,1,1.6667,0,0,0,0,0,75,75,3984.0,1,0.013333333333333334,49,12,0.0002777777777777778,44.0,0.022727272727272728,7,0.7142857142857143,1,42.0,74
Medium,runtime,mainline_delivery_proxy,api_backend,main,other,17,0,0,0,0,0,1,0.0019444444444444444,1,348,17,365,9,0.5033,2,4,0,0,0,0,0,1,1.6667,0,0,0,0,0,76,76,4349.0,1,0.013157894736842105,50,13,0.0,45.0,0.022222222222222223,8,0.75,1,42.0,75
Medium,runtime,mainline_delivery_proxy,api_backend,main,quality,17,0,0,0,0,0,1,0.0019444444444444444,1,348,17,365,9,0.5033,2,4,0,0,0,0,0,1,1.6667,0,0,0,0,0,77,77,4714.0,1,0.012987012987012988,51,13,0.0,46.0,0.021739130434782608,9,0.7777777777777778,1,42.0,76
Medium,runtime,mainline_delivery_proxy,api_backend,main,verification,17,0,0,0,0,0,1,0.0019444444444444444,1,348,17,365,9,0.5033,2,4,0,0,0,0,0,1,1.6667,0,0,0,0,0,78,78,5079.0,1,0.01282051282051282,51,13,0.0,47.0,0.02127659574468085,10,0.7,1,42.0,77
Medium,runtime,mainline_delivery_proxy,api_backend,main,other,17,0,0,0,0,0,1,0.0025,1,348,17,365,9,0.5033,2,4,0,0,0,0,0,1,1.6667,0,0,0,0,0,79,79,5444.0,1,0.012658227848101266,52,13,0.0005555555555555556,48.0,0.020833333333333332,11,0.7272727272727273,0,141.39,78
Medium,runtime,mainline_delivery_proxy,api_backend,main,quality,17,0,0,0,0,0,1,0.0025,1,348,17,365,9,0.5033,2,4,0,0,0,0,0,1,1.6667,0,0,0,0,0,80,80,5809.0,1,0.0125,53,13,0.0,49.0,0.02040816326530612,12,0.75,0,136.6,79
Low,runtime,mainline_delivery_proxy,api_backend,main,build,17,0,0,0,0,0,1,0.002777777777777778,1,348,17,365,9,0.5033,2,4,0,0,0,0,0,1,1.6667,0,0,0,0,0,81,81,6174.0,1,0.012345679012345678,54,13,0.0002777777777777778,50.0,0.02,13,0.7692307692307693,1,42.0,80
Low,runtime,mainline_delivery_proxy,api_backend,main,verification,17,0,0,0,0,0,1,0.002777777777777778,1,348,17,365,9,0.5033,2,4,0,0,0,0,0,1,1.6667,0,0,0,0,0,82,82,6539.0,1,0.012195121951219513,54,13,0.0,51.0,0.0196078431372549,14,0.7142857142857143,1,42.0,81
Medium,runtime,mainline_delivery_proxy,api_backend,main,verification,17,0,0,0,0,0,1,0.0030555555555555557,1,348,17,365,9,0.5033,2,4,0,0,0,0,0,1,1.6667,0,0,0,0,0,83,83,6904.0,1,0.012048192771084338,55,13,0.0002777777777777778,52.0,0.019230769230769232,15,0.7333333333333333,0,111.02,82
Low,runtime,mainline_delivery_proxy,api_backend,main,verification,17,0,0,0,0,0,1,0.001388888888888889,1,1,1,2,1,-0.0,2,4,0,0,0,0,0,0,0.0,1,0,0,0,0,84,84,7269.0,1,0.011904761904761904,55,13,0.0019444444444444444,53.0,0.018867924528301886,16,0.6875,1,42.0,83
Low,runtime,mainline_delivery_proxy,api_backend,main,quality,17,0,0,0,0,0,1,0.001388888888888889,1,1,1,2,1,-0.0,2,4,0,0,0,0,0,0,0.0,1,0,0,0,0,85,85,7271.0,1,0.011764705882352941,56,13,0.0,54.0,0.018518518518518517,17,0.7058823529411765,0,126.45,84
